Referencia;Nombre;Categoría;Definicion;Caracteristicas
126D;AMARRE PLASTICO N 20 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
126P;AMARRE PLASTICO N 20 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
126;AMARRE PLASTICO N 20 NEGRO 3.8 U;HERRAJES Y SOPORTES;;
129D;AMARRE PLASTICO N 25 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;;
129P;AMARRE PLASTICO N 25 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
132D;AMARRE PLASTICO N 25 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
132P;AMARRE PLASTICO N 25 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
132;AMARRE PLASTICO N 25 NEGRO 3.6 U;HERRAJES Y SOPORTES;;
135D;AMARRE PLASTICO N 30 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;;
135P;AMARRE PLASTICO N 30 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
135;AMARRE PLASTICO N 30 BLANCO 3.6 U;HERRAJES Y SOPORTES;;
138D;AMARRE PLASTICO N 30 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
138P;AMARRE PLASTICO N 30 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
138;AMARRE PLASTICO N 30 NEGRO 3.6 U;HERRAJES Y SOPORTES;;
141D;AMARRE PLASTICO N 40 BLANCO 4.8 DOC;HERRAJES Y SOPORTES;;
141P;AMARRE PLASTICO N 40 BLANCO 4.8 PAQ X 100;HERRAJES Y SOPORTES;;
141;AMARRE PLASTICO N 40 BLANCO 4.8 U;HERRAJES Y SOPORTES;;
144D;AMARRE PLASTICO N 40 NEGRO 4.8 DOC;HERRAJES Y SOPORTES;;
144P;AMARRE PLASTICO N 40 NEGRO 4.8 PAQ X 100;HERRAJES Y SOPORTES;;
144;AMARRE PLASTICO N 40 NEGRO 4.8 U;HERRAJES Y SOPORTES;;
3373;AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE UN;HERRAJES Y SOPORTES;;
3376;AMARRE REUTILIZABLE 4.6 X20cm forte UN;HERRAJES Y SOPORTES;;
157;ANGEO PLASTICO 90 CM BLANCO O VERDE 1MT;CONSTRUCCION;;
157R;ANGEO PLASTICO 90 CM BLANCO O VERDE 30M;CONSTRUCCION;;
159;ANGULO DE ALUMINIO 3/4 1M;PERFILES Y WINES;;
159T;ANGULO DE ALUMINIO 3/4 TIRA X 6MT;PERFILES Y WINES;;
161;ANGULO PARA TECHOS PVC 3MT;PERFILES Y WINES;;
162;ANTENA CON BASE PARA TV UDUKE;ELECTRICOS;;
163;ANTENA CONEJO PARA TV TERMINAL COAXIAL;ELECTRICOS;;
164;ANTENA TDT PARA TV 3MT;ELECTRICOS;;
165;ANTENA TDT PARA TV 5MT;ELECTRICOS;;
170;ANTICORROSIVO BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
166;ANTICORROSIVO BLANCO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
167;ANTICORROSIVO BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
168;ANTICORROSIVO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
169;ANTICORROSIVO BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
175;ANTICORROSIVO GRIS 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
171;ANTICORROSIVO GRIS 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
172;ANTICORROSIVO GRIS 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
173;ANTICORROSIVO GRIS 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
174;ANTICORROSIVO GRIS 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
180;ANTICORROSIVO NEGRO MATE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
176;ANTICORROSIVO NEGRO MATE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
177;ANTICORROSIVO NEGRO MATE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
178;ANTICORROSIVO NEGRO MATE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
179;ANTICORROSIVO NEGRO MATE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
185;ANTICORROSIVO ROJO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
181;ANTICORROSIVO ROJO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
182;ANTICORROSIVO ROJO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
183;ANTICORROSIVO ROJO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
184;ANTICORROSIVO ROJO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
190;ANTICORROSIVO VERDE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
186;ANTICORROSIVO VERDE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
187;ANTICORROSIVO VERDE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
188;ANTICORROSIVO VERDE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
189;ANTICORROSIVO VERDE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
192;"ARANDELA 1/8"" UN";TORNILLERIA;;
195;"ARANDELA 5/16"" UN";TORNILLERIA;;
196;"ARANDELA 5/32"" UN";TORNILLERIA;;
198;"ARANDELA A 1"" UN";TORNILLERIA;;
199;"ARANDELA A 3/4"" UN";TORNILLERIA;;
200;"ARANDELA A 5/8"" UN";TORNILLERIA;;
201;"ARANDELA A 7/8"" UN";TORNILLERIA;;
202;"ARANDELA A 9/16"" UN";TORNILLERIA;;
203;ARBOL VALVULA DE ENTRADA AZUL Y BLANCO BOCHERINI;GRIFERIA;;
204;ARBOL VALVULA DE ENTRADA 5/16 PLAST GRIFOS;GRIFERIA;;
207;ARENA DE PEï¿½A 1 LONA;CONSTRUCCION;;
206;ARENA DE PEï¿½A 1 MT 24 LONAS;CONSTRUCCION;;
208;ARENA DE PEï¿½A 1 PALADA;CONSTRUCCION;;
205;ARENA DE PEï¿½A 1/2 MT 12 LONAS;CONSTRUCCION;;
3562;ARENA DE POZO 1 LONA;CONSTRUCCION;;
3564;ARENA DE POZO 1 MT;CONSTRUCCION;;
3563;ARENA DE POZO 1/2 MT 12 LONAS;CONSTRUCCION;;
209;ARENA DE RIO 1 LONA;CONSTRUCCION;;
210;ASIENTO SANITARIO BASIC BLANCO/BEIGE CORONA;GRIFERIA;;
211;ATATODO COLORES OVILLO PEQUEï¿½O;SOGAS Y CADENAS;;
3206;ATOMIZADOR 1 LITRO KLINTEK;ASEO;;
3205;ATOMIZADOR 1/2 LITRO RECICLADO;ASEO;;
3510;AZADON 2LBS H-304 FORTE;HERRAMIENTA MANUAL;;
3663;BANDEJA TERMOFORMADA PEQUEï¿½A GOYA;PINTURAS Y DISOLVENTES;;
2419;BARBUQUEJO 3 APOYOS;DOTACION INDUSTRIAL;;
213;BARBUQUEJO 4 APOYOS;DOTACION INDUSTRIAL;;
218;BARNIZ BRILLANTE MADETEC 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;;
214;BARNIZ BRILLANTE MADETEC 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;;
215;BARNIZ BRILLANTE MADETEC 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;;
216;BARNIZ BRILLANTE MADETEC 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;;
217;BARNIZ BRILLANTE MADETEC 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;;
223;BARNIZ EXPERTO TRANSPARENTE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
219;BARNIZ EXPERTO TRANSPARENTE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
220;BARNIZ EXPERTO TRANSPARENTE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
221;BARNIZ EXPERTO TRANSPARENTE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
222;BARNIZ EXPERTO TRANSPARENTE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
3549;BARRA AGRICOLA 1-1/8 1200mm x 102mm TRUPER;HERRAMIENTA MANUAL;;
3453;BARREDOR DE PUERTA 92 CM;HOGAR Y COCINA;;
224;BARRILITO PARA MANGUERA DE GAS BRONCE;PARTES Y REPUESTOS;;
225;BASE PARA LICUADORA CON CUCHILLAS SAMURAI;HOGAR Y COCINA;;
226;BASE PARA LICUADORA OSTER;HOGAR Y COCINA;;
227;BASE PARA LICUADORA SAMURAI;HOGAR Y COCINA;;
229;BENJAMIN BEIGE MERCURY;ELECTRICOS;;
230;BENJAMIN NEGRO MERCURY;ELECTRICOS;;
231;BETUN BOWY NEGRO 32 GR;LUBRICANTES;;
3210;BETUN BOWY NEGRO 325 GR;LUBRICANTES;;
232;BETUN BOWY NEGRO 55 GR;LUBRICANTES;;
233;BETUN BOWY PROFESIONAL NEGRO 230GR;LUBRICANTES;;
3440;BETUN BOWY PROFESIONAL NEGRO KILO;PINTURAS Y DISOLVENTES;;
3380;BICARBONATO BOLSITA;ASEO;;
234;"BISAGRA COMUN LATON 1"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
235;BISAGRA COMUN LATON 11/2  INDUMA UNIDAD;HERRAJES Y SOPORTES;;
236;"BISAGRA COMUN LATON 2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
237;"BISAGRA COMUN LATON 21/2""  INDUMA UNIDAD";HERRAJES Y SOPORTES;;
238;"BISAGRA COMUN LATON 21/2"" X 21/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
240;"BISAGRA COMUN LATON 3/4"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
241;"BISAGRA COMUN LATON 31/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
242;"BISAGRA COMUN LATON 4""  INDUMA UNIDAD";HERRAJES Y SOPORTES;;
243;"BISAGRA NUDO 3X3"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
245;"BISAGRA OMEGA 2"" GATO UNIDAD";HERRAJES Y SOPORTES;;
246;"BISAGRA OMEGA 21/2"" GATO UNIDAD";HERRAJES Y SOPORTES;;
247;"BISAGRA OMEGA 3"" GATO UNIDAD";HERRAJES Y SOPORTES;;
248;BISAGRA PARCHE PAR;HERRAJES Y SOPORTES;;
249;BISAGRA PLANA VENTANA UNIDAD;HERRAJES Y SOPORTES;;
250;"BISAGRA REDONDA 1/2"" UNIDAD";HERRAJES Y SOPORTES;;
251;"BISAGRA REDONDA 3/4"" CORTA UNIDAD";HERRAJES Y SOPORTES;;
3287;"BISAGRA REDONDA 3/4"" LARGA UNIDAD";HERRAJES Y SOPORTES;;
252;"BISAGRA REDONDA 3/8"" UNIDAD";HERRAJES Y SOPORTES;;
253;"BISAGRA REDONDA 5/8"" CORTA UNIDAD";HERRAJES Y SOPORTES;;
254;"BISAGRA REDONDA 5/8"" LARGA UNIDAD";HERRAJES Y SOPORTES;;
3289;BISAGRA REDONDA ALA N3 MEDIANA UNIDAD;HERRAJES Y SOPORTES;;
255;BISAGRA SEMI PARCHE PAR;HERRAJES Y SOPORTES;;
256;"BISTURI 5"" BLISTER PRETUL";HERRAMIENTA MANUAL;;
258;"BISTURI 6"" CON GRIP TRUPER";HERRAMIENTA MANUAL;;
1318;BISTURI METALICO GRANDE;HERRAMIENTA MANUAL;;
261;BISTURI PLASTICO ECO GRANDE;HERRAMIENTA MANUAL;;
3323;"BISTURI TIPO LAPIZ PROFESIONAL 6""";HERRAMIENTA MANUAL;;
3688;BLOQUE N 5 BLANCO 12X30CM;CONSTRUCCION;;
3348;BOCALLAVE GATO GUERRERO;CERRAJERIA Y SEGURIDAD;;
264;BOLSA DE ESTOPA FINA 200GM ROJA;PINTURAS Y DISOLVENTES;;
265;BOLSA DE ESTOPA FINA 100G NEGRA;PINTURAS Y DISOLVENTES;;
3460;BOLSA NEGRA N 22 PAQUETE;HOGAR Y COCINA;;
3614;BOLSA NEGRA N 22 UNIDAD;HOGAR Y COCINA;;
875;BOLSA NEGRA N 28 UNIDAD;HOGAR Y COCINA;;
2421;BOLSA NEGRA N 32 UNIDAD;HOGAR Y COCINA;;
3459;BOMBA MANUAL PARA INFLAR 80 PSI PRETUL;HERRAMIENTA MANUAL;;
266;BOMBILLO 100W RISE;ELECTRICOS;;
267;BOMBILLO 150W SYLVANIA;ELECTRICOS;;
3176;BOMBILLO CANDELABRO;ELECTRICOS;;
3172;BOMBILLO VELA E27;ELECTRICOS;;
3173;BOMBILLO CANDELABRO TRANSPARENTE;ELECTRICOS;;
268;BOMBILLO VEHICULO 1 CONTACTO;ELECTRICOS;;
269;BOMBILLO VEHICULO 2 CONTACTO;ELECTRICOS;;
270;BOMBILLO GU10 5W MERCURY;ELECTRICOS;;
271;BOMBILLO LED 10.7 W KALLEY;ELECTRICOS;;
272;BOMBILLO LED 4W ILUMAX;ELECTRICOS;;
273;BOMBILLO LED 5W E27 LUZ BLANCA MERCURY;ELECTRICOS;;
274;BOMBILLO LED 8.5 W KALLEY;ELECTRICOS;;
275;BOMBILLO LED 50W ZAFIRO;ELECTRICOS;;
276;BOMBILLO LED 30W ZAFIRO;ELECTRICOS;;
3201;BOMBILLO 9W LED CON SENSOR MERCURY;ELECTRICOS;;
3349;BOMBILLO LED PERFUME NEVERA 3W MERCURY;ELECTRICOS;;
277;BOMBILLO LED PROYECTOS;ELECTRICOS;;
278;BOMBILLO LINTERNA;ELECTRICOS;;
279;BOMBILLO MULTIUSO 25 W 40;ELECTRICOS;;
3174;BOMBILLO PIMPON COLORES;DOTACION INDUSTRIAL;;
280;BOMBILLO VELA E14;ELECTRICOS;;
283;BOQUILLA BEIGE 2K MAXI;CONSTRUCCION;;
285;BOQUILLA BLANCA CONCOLOR 2K CORONA;CONSTRUCCION;;
287;BOQUILLA NEGRA 2K MAXI;CONSTRUCCION;;
286;BOQUILLA PARA MANGUERA PLASTICA PRETUL;GRIFERIA;;
288;BOQUILLA PISTOLA CHORRO;PARTES Y REPUESTOS;;
289;BOQUILLA PISTOLA PUNTO;PARTES Y REPUESTOS;;
290;BOQUILLA CAOBA 2K MAXI;CONSTRUCCION;;
291;BOQUILLERA 3x1 ALUMINIO 1M;PERFILES Y WINES;;
291T;BOQUILLERA 3x1 ALUMINIO TIRA 6MT;PERFILES Y WINES;;
1739;BORNERA PARA BREAKERS TACOS 2;CONSTRUCCION;;
1740;BORNERA PARA BREAKERS TACOS 3;LUBRICANTES;;
3551;BORNES DE PLOMO PARA BATERIA 2 PIEZAS TRUPER;HERRAMIENTA ELECTRICA;;
3496;BORNES PARA BATERIA PAR 12V 6E UYUSTOOLS;ELECTRICOS;;
293;BOTON MADERA NATUTAL MIEL CAOBA Y NEGRO LISO;HERRAJES Y SOPORTES;;
294;BOTON METALICO BICELADO GRANDE;HERRAJES Y SOPORTES;;
3442;BREAKER TACO DE RIEL 1 X 40 EXTERIOR;ELECTRICOS;;
3512;BREAKER TACO PLUG 40 A EXE;ELECTRICOS;;
295;"BRIDA FLEXIBLE 3"" CORTA SANITARIO";GRIFERIA;;
296;BRILLA METAL GRANDE FOXTER;LUBRICANTES;;
297;BRILLA METAL PEQUEï¿½O FOXTER;LUBRICANTES;;
298;BROCA ACERO HSS 1/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
299;BROCA ACERO HSS 1/2 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
300;BROCA ACERO HSS 1/4 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
301;BROCA ACERO HSS 1/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
302;BROCA ACERO HSS 11/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
303;BROCA ACERO HSS 11/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
304;BROCA ACERO HSS 13/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
305;BROCA ACERO HSS 13/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
306;BROCA ACERO HSS 15/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
308;BROCA ACERO HSS 19/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
309;BROCA ACERO HSS 21/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
310;BROCA ACERO HSS 3/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
311;BROCA ACERO HSS 3/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
312;BROCA ACERO HSS 3/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
313;BROCA ACERO HSS 5/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
314;BROCA ACERO HSS 5/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
315;BROCA ACERO HSS 5/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
316;BROCA ACERO HSS 7/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
317;BROCA ACERO HSS 7/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
318;BROCA ACERO HSS 7/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
319;BROCA ACERO HSS 9/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
3272;"BROCA CONCRETO 1/2 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3270;"BROCA CONCRETO 1/4 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
350;"BROCA CONCRETO 1/4 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
351;"BROCA CONCRETO 3/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
352;"BROCA CONCRETO 3/8 x 5"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3271;"BROCA CONCRETO 5/16 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
353;"BROCA CONCRETO 5/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3276;"BROCA CONCRETO SDS RANURADA 1/2 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3273;"BROCA CONCRETO SDS RANURADA 1/4 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3275;"BROCA CONCRETO SDS RANURADA 3/8 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
3332;"BROCA CONCRETO SDS RANURADA 3/8"" X 12"" TRUPER";TUBERIAS Y ACCESORIOS;;
3274;"BROCA CONCRETO SDS RANURADA 5/16 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
321;"BROCA ESPADA PARA MADERA 1"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
322;"BROCA ESPADA PARA MADERA 1/2"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
323;"BROCA ESPADA PARA MADERA 3/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
324;"BROCA ESPADA PARA MADERA 3/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
325;BROCA HSS 1/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
326;BROCA HSS 1/2 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
328;BROCA HSS 1/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
329;BROCA HSS 11/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
331;BROCA HSS 3/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
332;BROCA HSS 3/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
333;BROCA HSS 5/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
334;BROCA HSS 5/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
335;BROCA HSS 5/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
336;BROCA HSS 7/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
337;BROCA HSS 7/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
338;BROCA HSS 9/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
339;"BROCA HSS ACERO RAPIDO 1/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
340;"BROCA HSS ACERO RAPIDO 1/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
341;"BROCA HSS ACERO RAPIDO 13/64"" TUPER";ABRASIVOS Y CONSUMIBLES;;
343;"BROCA HSS ACERO RAPIDO 5/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
344;"BROCA HSS ACERO RAPIDO 9/16"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
345;"BROCA MURO 1/2"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
3297;"BROCA MURO 1/2"" MAKITA";ABRASIVOS Y CONSUMIBLES;;
346;"BROCA MURO 1/4"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
347;"BROCA MURO 3/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
348;"BROCA MURO 3/8"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
349;"BROCA MURO 5/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
3340;"BROCA PARA ROUTER TOOLCRAFT D 7/8"" X L 3/4""";ABRASIVOS Y CONSUMIBLES;;
3515;"BROCHA CERDA SINTETICA 1"" PINTE";PINTURAS Y DISOLVENTES;;
3514;"BROCHA CERDA SINTETICA 1/2"" PINTE";PINTURAS Y DISOLVENTES;;
3516;"BROCHA CERDA SINTETICA 11/2"" PINTE";PINTURAS Y DISOLVENTES;;
3517;"BROCHA CERDA SINTETICA 2"" PINTE";PINTURAS Y DISOLVENTES;;
3518;"BROCHA CERDA SINTETICA 21/2"" PINTE";PINTURAS Y DISOLVENTES;;
3519;"BROCHA CERDA SINTETICA 3"" PINTE";PINTURAS Y DISOLVENTES;;
355;"BROCHA MANGO MADERA 2"" PRETUL";PINTURAS Y DISOLVENTES;;
356;"BROCHA MANGO MADERA 3"" PRETUL";PINTURAS Y DISOLVENTES;;
357;"BROCHA MANGO MADERA 4"" PRETUL";PINTURAS Y DISOLVENTES;;
358;"BROCHA MANGO PLASTICO 1"" TRUPER";PINTURAS Y DISOLVENTES;;
359;"BROCHA MANGO PLASTICO 1/2"" TRUPER";PINTURAS Y DISOLVENTES;;
360;"BROCHA MANGO PLASTICO 11/2"" TRUPER";PINTURAS Y DISOLVENTES;;
361;"BROCHA MANGO PLASTICO 2"" TRUPER";PINTURAS Y DISOLVENTES;;
362;"BROCHA MANGO PLASTICO 21/2"" TRUPER";PINTURAS Y DISOLVENTES;;
354;"BROCHA MANGO PLASTICO 3"" TRUPER";PINTURAS Y DISOLVENTES;;
364;"BROCHA POPULAR BLANCA 1"" GOYA";PINTURAS Y DISOLVENTES;;
365;"BROCHA POPULAR BLANCA 1/2"" GOYA";PINTURAS Y DISOLVENTES;;
366;"BROCHA POPULAR BLANCA 2 1/2"" GOYA";PINTURAS Y DISOLVENTES;;
369;"BROCHA POPULAR BLANCA 4"" GOYA";PINTURAS Y DISOLVENTES;;
370;"BROCHA POPULAR BLANCA 5"" GOYA";PINTURAS Y DISOLVENTES;;
371;"BROCHA POPULAR BLANCA 6"" GOYA";PINTURAS Y DISOLVENTES;;
372;"BROCHA PROFESIONAL PLASTICO 5"" PINTUCO";PINTURAS Y DISOLVENTES;;
396;BUSHING GALVANIZADO 1/2 X 3/8;TUBERIAS Y ACCESORIOS;;
374;BUSHING BRONCE 1/2 X 3/8;PARTES Y REPUESTOS;;
375;BUSHING BRONCE 3/8 X 1/4;PARTES Y REPUESTOS;;
373;BUSHING GALVANIZADO 3/4 X 1/2;TUBERIAS Y ACCESORIOS;;
376;"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
377;"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
378;"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
379;"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
380;"BUJE ADAP CAUCHO 2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
381;"BUJE ADAP CAUCHO 2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
382;"BUJE SANITARIO 2X11/2""";TUBERIAS Y ACCESORIOS;;
383;"BUJE SANITARIO 3X11/2""";TUBERIAS Y ACCESORIOS;;
384;"BUJE SANITARIO 3X2""";TUBERIAS Y ACCESORIOS;;
385;"BUJE SANITARIO 4X2""";TUBERIAS Y ACCESORIOS;;
386;"BUJE SANITARIO 4X3""";TUBERIAS Y ACCESORIOS;;
387;"BUJE PVC SOLDADO 11/2X 11/4""";TUBERIAS Y ACCESORIOS;;
388;"BUJE PVC SOLDADO  11/2X 3/4""";TUBERIAS Y ACCESORIOS;;
389;"BUJE PVC SOLDADO 11/4X3/4""";TUBERIAS Y ACCESORIOS;;
390;"BUJE PVC SOLDADO  1X1/2""";TUBERIAS Y ACCESORIOS;;
391;"BUJE PVC SOLDADO  1X3/4""";TUBERIAS Y ACCESORIOS;;
392;"BUJE PVC SOLDADO  2X1""";TUBERIAS Y ACCESORIOS;;
393;"BUJE PVC SOLDADO  2X11/2""";TUBERIAS Y ACCESORIOS;;
394;"BUJE PVC SOLDADO  2X11/4""";TUBERIAS Y ACCESORIOS;;
395;"BUJE PVC SOLDADO  3/4X1/2""";TUBERIAS Y ACCESORIOS;;
397;CABEZA TELEDUCHA CROMADA BOCHERINI;GRIFERIA;;
398;CABLE 1X1 1.5mt;ELECTRICOS;;
399;CABLE 2X1  1.5mt;ELECTRICOS;;
400;CABLE 2X2 1.5mt;ELECTRICOS;;
401;CABLE 2X2 fino USA 1.5mt;ELECTRICOS;;
402;CABLE 3X1 1.5mt;ELECTRICOS;;
403;CABLE 3X3  1.5mt;ELECTRICOS;;
404;CABLE 3X3  3mt;ELECTRICOS;;
405;CABLE ANTENA COAXIAL BLANCO;ELECTRICOS;;
406;CABLE ANTENA COAXIAL NEGRO;ELECTRICOS;;
407;CABLE DE PODER TREBOL;ELECTRICOS;;
408;CABLE DE PODER FINO;ELECTRICOS;;
409;CABLE DUPLEX  2X10 CABLEXCOL 1MT;ELECTRICOS;;
410;CABLE DUPLEX 2X12 CABLEXCOL 1MT;ELECTRICOS;;
411;CABLE DUPLEX 2X14 CABLEXCOL 1MT;ELECTRICOS;;
412;CABLE DUPLEX 2X16 CABLEXCOL 1MT;ELECTRICOS;;
413;CABLE DUPLEX 2X8 CABLEXCOL 1MT;ELECTRICOS;;
3350;CABLE ENCAUCHETADO 2X12;ELECTRICOS;;
414;CABLE ENCAUCHETADO 2X14;ELECTRICOS;;
3351;CABLE ENCAUCHETADO 3X12;ELECTRICOS;;
415;CABLE GRABADORA ECO;ELECTRICOS;;
416;CABLE GRABADORA FINO;ELECTRICOS;;
417;CABLE HDMI 1.5MT;ELECTRICOS;;
418;CABLE HDMI 3MT;ELECTRICOS;;
419;CABLE HDMI 5MT;ELECTRICOS;;
420;CABLE N6 VERDE 8 HILOS;ELECTRICOS;;
421;CABLE POLARIZADO 2X18 CONCABLES 1MT;ELECTRICOS;;
422;CABLE POLARIZADO 2X22 CONCABLES 1MT;ELECTRICOS;;
3280;CABLE TELEFONICO 2 PARES 1MT;ELECTRICOS;;
423;CABLE TIMBRE 1MT;ELECTRICOS;;
3265;CABLE UTP RED CATEGORIA 5E;ELECTRICOS;;
424;CABLE VEHICULO NEGRO N 14;ELECTRICOS;;
426;CABLES PARA INICIAR 3 MT 8 AWG TRUPER;ELECTRICOS;;
427;CABLES PARA INICIAR 3.5 MT 6 AWG TRUPER;ELECTRICOS;;
